Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,928,610478,610478,,11 Manchester Lane PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.939,-37.7777,POINT (144.9389511 -37.77771561)
2019,914,106776,106776,,42 Morrah Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9561,-37.7953,POINT (144.9561358 -37.79531835)
2019,334,107960,107960,,666 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9453,-37.8023,POINT (144.9452672 -37.80227619)
2019,355,109809,109809,,434 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9518,-37.8051,POINT (144.9517763 -37.80509726)
2019,569,105048,105048,,60-62 Howlett Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9213,-37.7906,POINT (144.921302 -37.79056377)
2019,97,106369,106369,VPA Building,41-45 MacKenzie Street MELBOURNE 3000,Melbourne (CBD),1967.0,,4.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9666,-37.8079,POINT (144.9666281 -37.80790814)
2019,349,104699,104699,,1 Harris Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9495,-37.7997,POINT (144.9494709 -37.79966242)
2019,928,610466,610466,,56 Strickland Road PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9403,-37.7763,POINT (144.9402586 -37.77632524)
2019,915,108463,108463,,63-65 Royal Parade PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9576,-37.7951,POINT (144.9575887 -37.79507833)
2019,2510,618095,618095,,29 Youlden Street KENSINGTON VIC 3031,Kensington,1991.0,,2.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9257,-37.7895,POINT (144.9256537 -37.78945752)
2019,927,106418,106418,,66 Manningham Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9422,-37.7865,POINT (144.9421983 -37.78651752)
2019,867,107805,107805,Park View,631-637 Punt Road SOUTH YARRA VIC 3141,South Yarra,1999.0,,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9859,-37.84,POINT (144.9858912 -37.84001772)
2019,862,104905,104905,,90-92 Hope Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9798,-37.8352,POINT (144.9797588 -37.83516877)
2019,416,100222,100222,,261 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9438,-37.8081,POINT (144.943784 -37.80810978)
2019,865,102537,102537,,55-57 Domain Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9781,-37.8361,POINT (144.978113 -37.83611377)
2019,356,109958,109958,,22 Warwick Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9535,-37.804,POINT (144.9535052 -37.80402668)
2019,2529,615802,615802,,18 Rankins Road KENSINGTON VIC 3031,Kensington,1920.0,,1.0,House/Townhouse,,,,,,144.9316,-37.7892,POINT (144.931639 -37.78923563)
2019,516,107012,107012,,23 Ormond Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9301,-37.7972,POINT (144.9301123 -37.79722138)
2019,861,106661,106661,,64 Millswyn Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9806,-37.8359,POINT (144.9806469 -37.83589716)
2019,323,104036,104036,,10 Fogarty Street NORTH MELBOURNE 3051,North Melbourne,1989.0,1990.0,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9402,-37.798,POINT (144.9402495 -37.79800728)
2019,903,100612,100612,Arcadia,224-234 The Avenue PARKVILLE 3052,Parkville,1999.0,,10.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9579,-37.7821,POINT (144.9579198 -37.78214087)
2019,928,608436,608436,,11 Carrangall Place PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9408,-37.7796,POINT (144.9408186 -37.7796354)
2019,331,100664,100664,Clifton Terrace,16 Baillie Street NORTH MELBOURNE 3051,North Melbourne,1900.0,,1.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9473,-37.8013,POINT (144.9473302 -37.80125934)
2019,356,107891,107891,,409 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,1880.0,2011.0,2.0,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,,144.9538,-37.8037,POINT (144.9538237 -37.80369204)
2019,114,103233,103233,,487 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1901.0,1996.0,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9598,-37.8076,POINT (144.9597924 -37.80760283)
2019,413,108890,108890,AWU,685-691 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),1960.0,1990.0,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,True,144.9438,-37.8061,POINT (144.943777 -37.80608754)
2019,2527,615321,615321,,42 Rankins Road KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9315,-37.7901,POINT (144.9314759 -37.79014927)
2019,377,596467,596467,,1A Hotham Place NORTH MELBOURNE 3051,North Melbourne,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9528,-37.8008,POINT (144.9527951 -37.80079857)
2019,335,105774,105774,,55 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9444,-37.8021,POINT (144.9444181 -37.80214493)
2019,859,106458,106458,,44-48 Marne Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9844,-37.8355,POINT (144.9844373 -37.83553516)
2019,353,103833,103833,Anna House,139-149 Flemington Road NORTH MELBOURNE 3051,North Melbourne,,,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9499,-37.7962,POINT (144.9498658 -37.79624945)
2019,535,564968,564968,,160 Newman Street KENSINGTON VIC 3031,Kensington,2000.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9231,-37.7946,POINT (144.9230774 -37.79459934)
2019,928,610472,610472,,99-103 Cade Way PARKVILLE 3052,Parkville,2009.0,,4.0,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9393,-37.7782,POINT (144.9393377 -37.77823292)
2019,501,563382,563382,,428-440 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),2000.0,,2.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9138,-37.8008,POINT (144.9138029 -37.80084257)
2019,309,106303,106303,,287-313 Macaulay Road NORTH MELBOURNE 3051,North Melbourne,1940.0,2011.0,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9371,-37.7955,POINT (144.9371088 -37.79545188)
2019,521,107079,107079,,8 Ormond Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9303,-37.7965,POINT (144.9302569 -37.79650291)
2019,732,110466,110466,,54 Clarke Street SOUTHBANK VIC 3006,Southbank,1950.0,,1.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9592,-37.8276,POINT (144.9591642 -37.82755227)
2019,521,100982,100982,,260-262 Bellair Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9307,-37.7964,POINT (144.9306895 -37.79638323)
2019,2524,615983,615983,,492 Macaulay Road KENSINGTON VIC 3031,Kensington,1890.0,1970.0,2.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,,False,144.9297,-37.7941,POINT (144.929668 -37.79413286)
2019,860,105550,105550,,57-59 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9827,-37.8364,POINT (144.9827102 -37.83638837)
2019,63,105709,105709,Lonsdale Central Apartments,439-445 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1924.0,2004.0,4.0,Student Accommodation,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9594,-37.8134,POINT (144.9594389 -37.81344257)
2019,361,109839,109839,,260 Victoria Street NORTH MELBOURNE 3051,North Melbourne,1880.0,,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9577,-37.8058,POINT (144.9577232 -37.80584176)
2019,2546,615390,615390,,86 Barnett Street KENSINGTON VIC 3031,Kensington,1895.0,,1.0,House/Townhouse,,,,,,144.9317,-37.7939,POINT (144.9317264 -37.79385696)
2019,547,100941,100941,,16 Bayswater Road KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9248,-37.7925,POINT (144.9247609 -37.7925246)
2019,531,111466,111466,,20 Sambell Walk KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9212,-37.7962,POINT (144.9211594 -37.79620099)
2019,2529,615829,615829,,34 Rankins Road KENSINGTON VIC 3031,Kensington,1900.0,2013.0,2.0,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,,False,144.9315,-37.7897,POINT (144.9315435 -37.78972468)
2019,444,100852,100852,,83-113 Batman Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9499,-37.8116,POINT (144.9499131 -37.81159519)
2019,801,570811,570811,Travelodge,Travelodge 9 Riverside Quay SOUTHBANK VIC 3006,Southbank,2002.0,,13.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,True,144.9652,-37.8213,POINT (144.9652369 -37.82133225)
2019,429,109026,109026,,203 Stanley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9458,-37.8105,POINT (144.9457935 -37.81054836)
2019,352,101834,101834,London House,109 Chapman Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9472,-37.7956,POINT (144.947167 -37.7955537)
2019,2520,616674,616674,,40 Epsom Road KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9263,-37.7923,POINT (144.9262799 -37.79227115)
2019,860,107385,107385,,116 Park Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9827,-37.8348,POINT (144.9826775 -37.83483987)
2019,2537,614894,614894,Burnside,54 Lambeth Street KENSINGTON VIC 3031,Kensington,1970.0,1970.0,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,False,144.9339,-37.7911,POINT (144.9338984 -37.79108664)
2019,368,105624,105624,,17-19 Arden Street NORTH MELBOURNE 3051,North Melbourne,1870.0,2010.0,2.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9517,-37.8014,POINT (144.9517266 -37.80137115)
2019,561,111089,111089,,58 McAllister Mews KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9197,-37.7935,POINT (144.9197049 -37.79354531)
2019,28,102061,102060,Collins Tower,25-45 Collins Street MELBOURNE 3000,Melbourne (CBD),1981.0,2006.0,54.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9726,-37.8143,POINT (144.9726254 -37.81430515)
2019,354,103523,103523,,20-26 Errol Street NORTH MELBOURNE 3051,North Melbourne,1923.0,,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9499,-37.8046,POINT (144.9498926 -37.80457462)
2019,331,645708,645708,,28 Little Baillie Street NORTH MELBOURNE 3051,North Melbourne,2014.0,,3.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9471,-37.8012,POINT (144.9471186 -37.80117719)
2019,428,108354,108354,,197 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),1900.0,,2.0,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.946,-37.8095,POINT (144.9459597 -37.80952647)
2019,346,107856,107856,,32 Purcell Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9485,-37.8021,POINT (144.9485124 -37.80209381)
2019,524,556558,556558,,9 La Nauze Lane KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.929,-37.7946,POINT (144.9289717 -37.79461356)
2019,2518,614591,614591,,25 McCracken Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.928,-37.7908,POINT (144.9280475 -37.7907712)
2019,430,100246,100246,,132-134 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),1965.0,2014.0,1.0,Retail - Showroom,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9475,-37.81,POINT (144.9474701 -37.80998314)
2019,51,105303,105303,,181-183 King Street MELBOURNE 3000,Melbourne (CBD),1920.0,1996.0,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9552,-37.8159,POINT (144.9551742 -37.81589844)
2019,413,102938,102938,,44 Dryburgh Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9432,-37.8061,POINT (144.943239 -37.80610099)
2019,93,631819,631819,,354-360 William Street MELBOURNE 3000,Melbourne (CBD),,,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9565,-37.811,POINT (144.9564542 -37.81095502)
2019,918,109223,109223,Ewart,68 Story Street PARKVILLE 3052,Parkville,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.955,-37.7965,POINT (144.9549794 -37.79648226)
2019,910,102440,102440,,12 Degraves Street PARKVILLE 3052,Parkville,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9575,-37.7934,POINT (144.957525 -37.79339889)
2019,525,104810,104810,,34 Henry Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.92700000000002,-37.7952,POINT (144.9269948 -37.79515954)
2019,529,560418,560418,,45 Goldsbrough Walk KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9195,-37.7974,POINT (144.9195067 -37.79737751)
2019,91,598268,598268,,339 King Street WEST MELBOURNE 3003,West Melbourne (Residential),2005.0,,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9536,-37.8124,POINT (144.9536293 -37.81236174)
2019,358,107500,107500,,147 Peel Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9559,-37.8046,POINT (144.9558787 -37.80461034)
2019,2525,654948,654948,,14 Little Smith Street KENSINGTON VIC 3031,Kensington,2013.0,,2.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,0.0,,144.9308,-37.7917,POINT (144.9307838 -37.79169592)
2019,862,106632,106632,,71 Millswyn Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.98,-37.8356,POINT (144.9800061 -37.83564527)
2019,22,105394,105394,York Butter Factories,62-66 King Street MELBOURNE 3000,Melbourne (CBD),1854.0,1986.0,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9571,-37.8187,POINT (144.9571472 -37.81874526)
2019,58,101224,101224,,78-84 Bourke Street MELBOURNE 3000,Melbourne (CBD),1860.0,2006.0,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9708,-37.8117,POINT (144.9708464 -37.8117306)
2019,511,101037,101037,,12 Bent Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9349,-37.796,POINT (144.9348994 -37.79599539)
2019,58,101222,101222,The Bank,88-90 Bourke Street MELBOURNE 3000,Melbourne (CBD),1871.0,2003.0,3.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9707,-37.8118,POINT (144.9706682 -37.81178343)
2019,555,573292,573292,,44 Bateman Road KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9179,-37.7953,POINT (144.9178918 -37.79533484)
2019,790,667313,570826,,"Building 3, 48 Wirraway Drive PORT MELBOURNE VIC 3207",Port Melbourne,2014.0,,2.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9082,-37.8265,POINT (144.908192 -37.82651064)
2019,2527,615197,615197,,47A Eastwood Street KENSINGTON VIC 3031,Kensington,1995.0,,2.0,House/Townhouse,,,,,,144.9303,-37.7903,POINT (144.9302547 -37.79028349)
2019,337,111387,111387,,175-179 Arden Street NORTH MELBOURNE 3051,North Melbourne,1998.0,,2.0,Workshop/Studio,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9426,-37.8005,POINT (144.9425733 -37.80046331)
2019,2514,615884,615884,,59 Market Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9268,-37.7904,POINT (144.9267743 -37.79038977)
2019,114,511518,511518,,471 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1854.0,,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.96,-37.8079,POINT (144.9599521 -37.80794073)
2019,860,107402,107402,,70 Park Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9824,-37.836,POINT (144.9824442 -37.83595348)
2019,53,110144,110144,Douglas Menzies Chambers,178-188 William Street MELBOURNE 3000,Melbourne (CBD),1973.0,1997.0,13.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,True,144.9581,-37.8148,POINT (144.9580874 -37.81476779)
2019,339,109149,109149,,39-43 Stawell Street NORTH MELBOURNE 3051,North Melbourne,1950.0,1990.0,1.0,Storage,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9427,-37.8029,POINT (144.9426702 -37.80285641)
2019,332,636680,636680,,24 Provost Street NORTH MELBOURNE 3051,North Melbourne,2012.0,,2.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,,,144.9473,-37.8018,POINT (144.9472843 -37.80182859)
2019,860,106441,106441,Wyalla,3-5 Marne Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9834,-37.8373,POINT (144.983398 -37.83731755)
2019,87,101029,101029,,4-8 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),1939.0,1985.0,2.0,Wholesale,Low level of accessibility,All entrances have steps,1.0,0.0,,144.968,-37.8092,POINT (144.9679739 -37.80916708)
2019,318,102835,102835,,373-375 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9442,-37.797,POINT (144.9442022 -37.79697309)
2019,424,103030,103030,,2 Eades Place WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9515,-37.8065,POINT (144.9514893 -37.80654894)
2019,928,608403,608403,,23 Strickland Road PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9417,-37.7774,POINT (144.941665 -37.77739398)
2019,420,104719,104719,,41 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9482,-37.8065,POINT (144.9481608 -37.80647233)
2019,527,568579,568579,,78 Kensington Road KENSINGTON VIC 3031,Kensington,2001.0,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9247,-37.7956,POINT (144.9246641 -37.79556098)
2019,912,107326,107326,Wardlow,114-118 Park Drive PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9565,-37.7937,POINT (144.9565478 -37.79374995)
2019,532,100695,100695,,57 Bangalore Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9241,-37.7945,POINT (144.9241418 -37.79453359)
2019,368,101945,101945,,173-185 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,3.0,Residential Apartment,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9526,-37.8016,POINT (144.952601 -37.80158326)
2019,406,108931,108931,,580 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.947,-37.8068,POINT (144.9469738 -37.80681915)
2019,328,560796,107110,I Court,21 Plane Tree Way NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,,144.9451,-37.7993,POINT (144.9451281 -37.79932314)
2019,558,110822,110822,,6-8 Speakmen Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9182,-37.7941,POINT (144.9181724 -37.79412754)
2019,2522,617024,617024,,148 Bellair Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9297,-37.793,POINT (144.9296825 -37.79295991)
2019,925,103903,103903,Anchorage,74 Flemington Road PARKVILLE 3052,Parkville,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9424,-37.789,POINT (144.9423986 -37.78899562)
2019,502,613974,613974,,171-183 Kensington Road WEST MELBOURNE 3003,West Melbourne (Industrial),,,1.0,Wholesale,Low level of accessibility,All entrances have steps,1.0,0.0,,144.918,-37.8003,POINT (144.9180164 -37.80026884)
2019,1001,106366,106366,,80 MacKenzie Road WEST MELBOURNE 3003,West Melbourne (Industrial),1970.0,,2.0,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,True,144.9079,-37.8182,POINT (144.907866 -37.81816759)
2019,567,105071,105071,,9 Howlett Street KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9226,-37.7902,POINT (144.9225549 -37.7902338)
2019,380,101864,101864,,6 Chapman Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9509,-37.7979,POINT (144.9509133 -37.79786238)
2019,2511,618022,618022,,8 Export Lane KENSINGTON VIC 3031,Kensington,1991.0,,2.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9253,-37.7897,POINT (144.9252503 -37.78970706)
2019,68,105899,105899,Shark Fin Inn City,50-52 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),1920.0,1981.0,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.971,-37.8107,POINT (144.970975 -37.810685)
2019,2522,617037,617037,,166 Bellair Street KENSINGTON VIC 3031,Kensington,1891.0,,2.0,House/Townhouse,,,,,,144.9298,-37.7934,POINT (144.9298205 -37.79335211)
2019,782,110521,110521,Substation,812-814 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,1970.0,,1.0,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,False,144.9304,-37.8218,POINT (144.9304165 -37.82180148)
2019,11,105294,105294,Melbourne Steamship CO.,27-31 King Street MELBOURNE 3000,Melbourne (CBD),1913.0,2010.0,6.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,20.0,False,144.9569,-37.8198,POINT (144.9569486 -37.81975556)
2019,1,611393,611393,Northbank Place East Tower,507-541 Flinders Street MELBOURNE 3000,Melbourne (CBD),2009.0,,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9572,-37.8209,POINT (144.9572082 -37.82087039)
2019,425,105363,105363,,1-37 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),1890.0,1996.0,2.0,Institutional Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,0.0,True,144.9506,-37.8063,POINT (144.950597 -37.80634088)
