Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,240,581299,581299,Building 388,143-151 Barry Street CARLTON 3053,Carlton,1867.0,,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9594,-37.8005,POINT (144.9594299 -37.80052593)
2019,210,101638,101638,,396 Cardigan Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9668,-37.795,POINT (144.9668059 -37.79499426)
2019,227,101874,101874,,5 Charles Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9724,-37.7946,POINT (144.9724126 -37.79463804)
2019,204,603897,603897,,260 Faraday Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9653,-37.7982,POINT (144.9653094 -37.79822762)
2019,652,108600,109542,Department of Parliamentry Services,55 St Andrews Place EAST MELBOURNE 3002,East Melbourne,1920.0,0.0,5.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,30.0,True,144.9756,-37.8128,POINT (144.975608 -37.81281601)
2019,2383,616920,616920,,56-58 Alfred Street NORTH MELBOURNE 3051,North Melbourne,1965.0,,1.0,Manufacturing,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9391,-37.7904,POINT (144.9390582 -37.79044108)
2019,260,103261,103261,,696-708 Elizabeth Street MELBOURNE 3000,Carlton,1886.0,,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9581,-37.8021,POINT (144.9580698 -37.80210503)
2019,2384,617600,617600,,7 George Street NORTH MELBOURNE 3051,North Melbourne,1900.0,,1.0,House/Townhouse,,,,,,144.9408,-37.7903,POINT (144.9408284 -37.79031716)
2019,656,100256,100256,,49-51 Agnes Street EAST MELBOURNE 3002,East Melbourne,1890.0,,2.0,Office,Low level of accessibility,All entrances have steps,1.0,5.0,True,144.9798,-37.8172,POINT (144.9797728 -37.81719942)
2019,2389,624227,624227,,21 Smyth Mews NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9409,-37.793,POINT (144.9408869 -37.79300458)
2019,254,106083,106083,,95-97 Lygon Street CARLTON 3053,Carlton,1870.0,,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9659,-37.8047,POINT (144.9659494 -37.8046772)
2019,308,101773,101773,,10 Carroll Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.946,-37.7959,POINT (144.9460177 -37.7958825)
2019,602,108776,108776,,138 Simpson Street EAST MELBOURNE 3002,East Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9891,-37.8116,POINT (144.9890601 -37.81164378)
2019,221,100748,100748,,91 Barkly Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9722,-37.7998,POINT (144.9721624 -37.79980859)
2019,223,103075,103075,,73 Elgin Street CARLTON 3053,Carlton,1882.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9721,-37.7979,POINT (144.9721427 -37.79788259)
2019,301,103867,103867,Glassmanoug,291 Flemington Road NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.945,-37.7922,POINT (144.9449771 -37.79215459)
2019,266,107085,107085,Melbourne UniLodge On Campus,9-13 Earl Street CARLTON 3053,Carlton,2003.0,,8.0,Student Accommodation,Low level of accessibility,All entrances have steps,1.0,6.0,,144.9654,-37.8062,POINT (144.9654309 -37.80616681)
2019,267,102609,102609,,17 Drummond Street CARLTON 3053,Carlton,1880.0,,2.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.967,-37.8065,POINT (144.9670105 -37.80650746)
2019,35,109269,109269,Talma Building,119-121 Swanston Street MELBOURNE 3000,Melbourne (CBD),1886.0,2000.0,5.0,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,,144.9659,-37.8149,POINT (144.9658909 -37.81489597)
2019,609,107670,107670,,108 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9861,-37.8133,POINT (144.9860998 -37.81327368)
2019,254,101697,101697,,120 Cardigan Street CARLTON 3053,Carlton,1886.0,,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9652,-37.8038,POINT (144.9651877 -37.80382729)
2019,234,101498,101498,,54A Canning Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9734,-37.7982,POINT (144.9733932 -37.79821864)
2019,213,108203,108203,,425-469 Rathdowne Street CARLTON 3053,Carlton,1990.0,,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,30.0,,144.9701,-37.7956,POINT (144.970082 -37.79563971)
2019,64,105702,105702,,369-371 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),,1979.0,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9617,-37.8129,POINT (144.9617065 -37.81294371)
2019,603,104867,104867,,1199 Hoddle Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9905,-37.8128,POINT (144.9904695 -37.8127712)
2019,255,108031,108031,Chinese Church Of Christ,148-150 Queensberry Street CARLTON 3053,Carlton,1910.0,,1.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,0.0,,144.964,-37.8043,POINT (144.9639914 -37.8043439)
2019,2389,624252,624252,,23A Sutton Street NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9409,-37.7925,POINT (144.9409218 -37.7925384)
2019,225,107202,107202,,120 Palmerston Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9712,-37.7961,POINT (144.9712313 -37.79611192)
2019,305,103570,103570,,48 Erskine Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9436,-37.7944,POINT (144.9436219 -37.79442919)
2019,302,102292,102292,,13 Curran Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9438,-37.7926,POINT (144.9438193 -37.79261291)
2019,225,107215,107215,,84 Palmerston Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9722,-37.7962,POINT (144.9721949 -37.79622096)
2019,610,104361,104361,,54 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9878,-37.8129,POINT (144.9877761 -37.81293577)
2019,266,101706,101706,RMIT - Building 78,26-30 Cardigan Street CARLTON 3053,Carlton,1930.0,,1.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9648,-37.8061,POINT (144.9647903 -37.80609853)
2019,247,102654,102654,,163 Drummond Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9678,-37.8026,POINT (144.9678044 -37.80257562)
2019,220,108257,108257,,40 Rathdowne Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9704,-37.7996,POINT (144.970424 -37.79959816)
2019,84,109254,109254,,15-21 Sutherland Street MELBOURNE 3000,Melbourne (CBD),1901.0,,1.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9607,-37.8112,POINT (144.9607371 -37.81120416)
2019,302,101315,101315,,40A Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9437,-37.7933,POINT (144.9437023 -37.79325379)
2019,228,107701,107701,,69 Princes Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9731,-37.793,POINT (144.9731382 -37.79301813)
2019,232,109134,109134,,72 Station Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,,,144.9745,-37.7959,POINT (144.9745148 -37.79592555)
2019,305,101306,101306,,57 Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.94299999999998,-37.7938,POINT (144.9430394 -37.79382733)
2019,66,101783,101783,,15-17 Celestial Avenue MELBOURNE 3000,Melbourne (CBD),1883.0,,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9661,-37.8119,POINT (144.9661302 -37.81188097)
2019,613,593692,109643,The Wharton,189 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,3.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9856,-37.81,POINT (144.9856247 -37.81004691)
2019,206,106115,106115,,211 Lygon Street CARLTON 3053,Carlton,1882.0,,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9667,-37.8004,POINT (144.966665 -37.80039317)
2019,66,105689,105689,Parthenon House,201 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1993.0,,3.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9665,-37.8113,POINT (144.9664509 -37.8112912)
2019,238,101737,101737,,32 Carlton Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9732,-37.8008,POINT (144.9732205 -37.80084421)
2019,2389,624263,624263,,13 Sutton Street NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9414,-37.7926,POINT (144.9414361 -37.79259538)
2019,1108,623574,623574,Convesso Concavo,2-14 Waterside Place DOCKLANDS 3008,Docklands,2012.0,,33.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,100.0,,144.9422,-37.8198,POINT (144.9421816 -37.81981368)
2019,302,102875,102875,,513 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9449,-37.7928,POINT (144.9449154 -37.79284926)
2019,215,102713,102713,,372-374 Drummond Street CARLTON 3053,Carlton,1890.0,,3.0,Student Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9694,-37.797,POINT (144.9693589 -37.79699482)
2019,55,101198,101198,,274-278 Bourke Street MELBOURNE 3000,Melbourne (CBD),1859.0,2011.0,3.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9652,-37.8134,POINT (144.9652222 -37.81343175)
2019,238,101743,101743,,20 Carlton Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9735,-37.8009,POINT (144.9735279 -37.8009479)
2019,612,107648,107648,,172-188 Powlett Street EAST MELBOURNE 3002,East Melbourne,2003.0,,3.0,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,,144.9866,-37.8099,POINT (144.9865806 -37.80991975)
2019,657,109598,109598,,8 Vale Street South EAST MELBOURNE 3002,East Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9894,-37.8192,POINT (144.9894287 -37.81918672)
2019,214,103139,111207,182 Elgin Street,182 Elgin Street CARLTON 3053,Carlton,1900.0,2000.0,2.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9686,-37.7968,POINT (144.9685803 -37.79681616)
2019,232,106948,106948,,171 Nicholson Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9748,-37.7962,POINT (144.9748398 -37.79618713)
2019,226,108232,108232,,172 Rathdowne Street CARLTON 3053,Carlton,1890.0,,2.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9712,-37.7953,POINT (144.9711596 -37.79532249)
2019,236,106823,106823,,20 Murchison Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9738,-37.7998,POINT (144.9737825 -37.79979202)
2019,235,103752,103752,,20 Faraday Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9738,-37.7991,POINT (144.973821 -37.79911144)
2019,267,102620,102620,,49 Drummond Street CARLTON 3053,Carlton,1870.0,,2.0,Hospital/Clinic,Low level of accessibility,All entrances have steps,1.0,,,144.9673,-37.8057,POINT (144.9672756 -37.80566362)
2019,259,100831,100831,,65-67 Barry Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9593,-37.8027,POINT (144.9593048 -37.80269856)
2019,227,101885,101885,,12 Charles Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9728,-37.7946,POINT (144.9728152 -37.79455532)
2019,610,515948,515948,,75 Grey Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.987,-37.8124,POINT (144.9870037 -37.81235596)
2019,2389,624250,624250,,2 Smyth Mews NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9414,-37.7928,POINT (144.9413967 -37.79281843)
2019,247,106234,106234,,232 Lygon Street CARLTON 3053,Carlton,1870.0,,2.0,Unoccupied - Unused,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9672,-37.8018,POINT (144.9672206 -37.80175901)
